rank,name,page,source_page,line_x,line_y,rough_x,rough_y,dx,dy,line_ink,edge_f1,chamfer,match_score,decision,notes,vlm_same_region,vlm_usable,vlm_score,vlm_reason,vlm_decision
232,kuripm_0020_l2160_0720_r2200_0632.jpg,0020,page0020.clip,2160,720,2200,632,40,-88,0.022400173611111112,0.525538250429397,10.06328821182251,1.2065294761741425,,,False,False,1.0,"Regions mismatched, not aligned",reject
233,kuripm_0026_l0720_1440_r0672_1432.jpg,0026,page0026.clip,720,1440,672,1432,-48,-8,0.034995659722222225,0.5227894307784479,9.713800430297852,1.2062644740809803,,,True,True,5.0,"Rough and line align precisely, matching local structure and orientation.",accept
234,kuripm_0004_l1440_0720_r1632_0864.jpg,0004,page0004.clip,1440,720,1632,864,192,144,0.020616319444444444,0.4713477130437285,7.835070848464966,1.2048736148140575,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
235,kuripm_0040_l0720_4320_r0648_4488.jpg,0040,page0040.clip,720,4320,648,4488,-72,168,0.08241753472222223,0.5439559987034372,9.672674894332886,1.1944601995370938,,,False,False,1.0,"Regions mismatched, no clear shared subject",reject
236,kuripm_0032_l1440_5040_r1464_4944.jpg,0032,page0032.clip,1440,5040,1464,4944,24,-96,0.07015190972222222,0.4939618552027029,8.869906067848206,1.1911190226262653,,,False,False,1.0,"Regions mismatched, no clear shared subject",reject
237,kuripm_0032_l3600_5040_r3528_4920.jpg,0032,page0032.clip,3600,5040,3528,4920,-72,-120,0.012352430555555556,0.5138414255074182,9.703026294708252,1.1871064640952675,,,False,False,1.0,"Regions mismatched, not aligned",reject
238,kuripm_0023_l2880_3600_r2960_3792.jpg,0023,page0023.clip,2880,3600,2960,3792,80,192,0.04624565972222222,0.4936687112183858,9.518176794052124,1.1844265151993354,,,True,True,5.0,Rough and line align perfectly on tree structure.,accept
239,kuripm_0023_l0000_3600_r0096_3408.jpg,0023,page0023.clip,0,3600,96,3408,96,-192,0.0123828125,0.5278532074581642,9.09019136428833,1.177504782813964,,,True,True,5.0,Rough and line align perfectly in structure and orientation.,accept
240,kuripm_0012_l1440_5760_r1616_5944.jpg,0012,page0012.clip,1440,5760,1616,5944,176,184,0.07330729166666666,0.5328956853128217,10.152952432632446,1.1771649891735976,,,True,True,5.0,Sketch and line align precisely in structure and orientation.,accept
241,kuripm_0027_l3600_5760_r3760_5952.jpg,0027,page0027.clip,3600,5760,3760,5952,160,192,0.03599392361111111,0.5340962322580336,10.54526162147522,1.1646179189346375,,,True,True,5.0,Rough and line align precisely in shape and detail.,accept
242,kuripm_0020_l2880_0720_r2992_0632.jpg,0020,page0020.clip,2880,720,2992,632,112,-88,0.032556423611111114,0.5393206640966915,10.571123123168945,1.1640686181736037,,,True,True,5.0,"Rough and line align precisely, overlay confirms matching regions.",accept
243,kuripm_0009_l3600_5040_r3776_4992.jpg,0009,page0009.clip,3600,5040,3776,4992,176,-48,0.0263671875,0.5442078838220523,9.584748983383179,1.1628376136050114,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
244,kuripm_0037_l1440_2160_r1576_2352.jpg,0037,page0037.clip,1440,2160,1576,2352,136,192,0.14807291666666667,0.49563289178651393,8.939884662628174,1.1569121237315145,,,True,True,5.0,Rough and line align perfectly in anatomy and perspective.,accept
245,kuripm_0008_l1440_0000_r1312_0000.jpg,0008,page0008.clip,1440,0,1312,0,-128,0,0.012973090277777778,0.5536709537716212,10.156786441802979,1.1478420705280796,,,True,True,5.0,Rough and line align perfectly in shape and orientation.,accept
246,kuripm_0004_l1440_4320_r1624_4408.jpg,0004,page0004.clip,1440,4320,1624,4408,184,88,0.020872395833333335,0.47382548228609106,8.81549882888794,1.145694988249679,,,False,False,1.0,"Regions mismatched, not aligned",reject
247,kuripm_0025_l1440_4320_r1392_4256.jpg,0025,page0025.clip,1440,4320,1392,4256,-48,-64,0.027730034722222224,0.5024527867433988,9.78835391998291,1.139182773044472,,,True,True,5.0,"Regions align precisely, no mismatch detected.",accept
248,kuripm_0005_l4481_2160_r4449_2336.jpg,0005,page0005.clip,4481,2160,4449,2336,-32,176,0.01761284722222222,0.5704328700698076,9.918826222419739,1.1340658122228757,,,False,False,1.0,"Regions mismatched, not aligned",reject
249,kuripm_0002_l2160_2880_r2144_2760.jpg,0002,page0002.clip,2160,2880,2144,2760,-16,-120,0.057664930555555556,0.4830741327106787,9.247420310974121,1.1303261907272648,,,True,True,5.0,Consistent anatomical alignment and detail matching,accept
250,kuripm_0020_l0720_0720_r0792_0648.jpg,0020,page0020.clip,720,720,792,648,72,-72,0.03700954861111111,0.5055411767730169,9.925413131713867,1.1240728909446278,,,True,True,5.0,Sketch and line align precisely in structure and orientation.,accept
251,kuripm_0027_l1440_1440_r1592_1424.jpg,0027,page0027.clip,1440,1440,1592,1424,152,-16,0.031727430555555554,0.48659712308166747,8.77878475189209,1.1064671958563972,,,True,True,5.0,Rough and line align perfectly in structure and orientation.,accept
252,kuripm_0032_l0000_0720_r0064_0816.jpg,0032,page0032.clip,0,720,64,816,64,96,0.027061631944444445,0.5037134353899375,8.356101870536804,1.1025181305646392,,,True,True,5.0,Rough and line align perfectly in structure and orientation.,accept
253,kuripm_0005_l2160_2880_r2240_2992.jpg,0005,page0005.clip,2160,2880,2240,2992,80,112,0.10389322916666667,0.4984281795421148,10.223560333251953,1.1015259242078468,,,True,True,5.0,"Aligns precisely, matches facial features, suitable for training.",accept
254,kuripm_0025_l0720_3600_r0712_3536.jpg,0025,page0025.clip,720,3600,712,3536,-8,-64,0.02829861111111111,0.5076047209681637,9.611227750778198,1.092605608664869,,,True,True,5.0,"Rough and line align precisely, overlay confirms matching contours.",accept
255,kuripm_0023_l0720_3600_r0880_3776.jpg,0023,page0023.clip,720,3600,880,3776,160,176,0.04071180555555556,0.489790531996949,9.906121253967285,1.0861207821702887,,,False,False,1.0,"Mismatched regions, not aligned",reject
256,kuripm_0020_l0720_5040_r0744_5056.jpg,0020,page0020.clip,720,5040,744,5056,24,16,0.040026041666666665,0.5193019872101651,10.544232845306396,1.086074725710152,,,True,True,5.0,"Rough and line align precisely, matching anatomy and orientation.",accept
257,kuripm_0001_l2880_2880_r2976_2880.jpg,0001,page0001.clip,2880,2880,2976,2880,96,0,0.06697916666666667,0.5174132079280532,9.746670246124268,1.0816658704808804,,,True,True,5.0,Regions align precisely; overlay confirms consistent mapping.,accept
258,kuripm_0025_l0720_2880_r0696_2792.jpg,0025,page0025.clip,720,2880,696,2792,-24,-88,0.020694444444444446,0.49911306325787674,10.149766206741333,1.073800401827719,,,True,True,5.0,Rough and line align perfectly in form and structure.,accept
259,kuripm_0016_l4320_1440_r4392_1600.jpg,0016,page0016.clip,4320,1440,4392,1600,72,160,0.01228298611111111,0.48883022079879973,8.630705952644348,1.066859199304581,,,False,False,1.0,"Regions mismatched, not aligned",reject
260,kuripm_0031_l2880_2880_r3000_3072.jpg,0031,page0031.clip,2880,2880,3000,3072,120,192,0.020147569444444444,0.48117129478055903,8.795436382293701,1.0611143834328454,,,True,True,5.0,"Rough and line align precisely, overlay confirms matching regions.",accept
261,kuripm_0020_l2160_3600_r2256_3536.jpg,0020,page0020.clip,2160,3600,2256,3536,96,-64,0.09637152777777777,0.4837948450577215,9.83747911453247,1.048721322257523,,,True,True,5.0,"Rough and line align precisely, matching anatomy and structure.",accept
262,kuripm_0026_l2880_1440_r2816_1320.jpg,0026,page0026.clip,2880,1440,2816,1320,-64,-120,0.09163628472222222,0.5123096830061262,10.357337474822998,1.0483736652644797,,,True,True,5.0,Sketch and lineart align in subject and structure.,accept
263,kuripm_0040_l4320_2160_r4168_2336.jpg,0040,page0040.clip,4320,2160,4168,2336,-152,176,0.017408854166666668,0.516427312489111,9.732157230377197,1.0470833235366224,,,False,False,1.0,"Regions mismatched, not aligned",reject
264,kuripm_0020_l2160_2880_r2208_2720.jpg,0020,page0020.clip,2160,2880,2208,2720,48,-160,0.04084201388888889,0.5052694023447699,9.719004154205322,1.0423095768731756,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
265,kuripm_0001_l2880_4320_r2968_4368.jpg,0001,page0001.clip,2880,4320,2968,4368,88,48,0.06671006944444445,0.4773038468332804,9.819310665130615,1.0417787073758928,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
266,kuripm_0005_l0720_2880_r0896_3072.jpg,0005,page0005.clip,720,2880,896,3072,176,192,0.047026909722222225,0.5141349124635091,10.254706859588623,1.0407948954140558,,,True,True,5.0,"Rough and line align precisely, matching local anatomy and orientation.",accept
267,kuripm_0011_l0000_0720_r0176_0912.jpg,0011,page0011.clip,0,720,176,912,176,192,0.028645833333333332,0.5450502683815478,10.935117244720459,1.0380534858198496,,,True,True,5.0,Sketch and line align precisely in form and orientation.,accept
268,kuripm_0032_l2160_6480_r2120_6312.jpg,0032,page0032.clip,2160,6480,2120,6312,-40,-168,0.013129340277777778,0.4824441860362162,9.67992639541626,1.0323558561041644,,,False,False,1.0,"Regions mismatched, not aligned",reject
269,kuripm_0027_l1440_4320_r1608_4512.jpg,0027,page0027.clip,1440,4320,1608,4512,168,192,0.05776041666666667,0.47517395677251173,9.479612350463867,1.0289288928145264,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
270,kuripm_0027_l0000_5040_r0192_5232.jpg,0027,page0027.clip,0,5040,192,5232,192,192,0.04595486111111111,0.4907611538564295,9.991485595703125,1.0288629539223941,,,True,True,5.0,"Rough and line align precisely, overlay confirms matching regions.",accept
271,kuripm_0016_l2160_0720_r2096_0912.jpg,0016,page0016.clip,2160,720,2096,912,-64,192,0.11920138888888888,0.47048487319112525,9.202430248260498,1.0264221462172998,,,True,True,5.0,Aligns precisely in anatomy and orientation,accept
272,kuripm_0009_l2880_0720_r2912_0728.jpg,0009,page0009.clip,2880,720,2912,728,32,8,0.04715277777777778,0.49798669066760326,10.288053512573242,1.0205430354446658,,,True,True,5.0,Consistent facial region alignment,accept
273,kuripm_0040_l0720_5760_r0632_5920.jpg,0040,page0040.clip,720,5760,632,5920,-88,160,0.03452690972222222,0.510030606894175,10.714051246643066,1.0073720354036162,,,True,True,5.0,Aligns precisely in facial region with consistent structure,accept
274,kuripm_0020_l0720_5760_r0792_5664.jpg,0020,page0020.clip,720,5760,792,5664,72,-96,0.024375,0.4753042121379813,9.82463002204895,1.0025858592721117,,,True,True,5.0,Sketch and line align in form and structure.,accept
275,kuripm_0004_l0720_0720_r0880_0912.jpg,0004,page0004.clip,720,720,880,912,160,192,0.07046875,0.45510557454249984,9.38265085220337,0.9930833234618098,,,True,True,5.0,"All regions align precisely, matching eye and hair structure.",accept
276,kuripm_0005_l0000_3600_r0192_3768.jpg,0005,page0005.clip,0,3600,192,3768,192,168,0.010525173611111112,0.5026784022598481,9.337105751037598,0.9910895475569801,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
277,kuripm_0025_l2880_1440_r2824_1376.jpg,0025,page0025.clip,2880,1440,2824,1376,-56,-64,0.025924479166666667,0.502145945210355,9.730611085891724,0.9906658673225233,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
278,kuripm_0002_l1440_2880_r1384_2728.jpg,0002,page0002.clip,1440,2880,1384,2728,-56,-152,0.052022569444444444,0.46146900772532723,9.406283378601074,0.989792770323447,,,True,True,5.0,Consistent anatomical alignment and detail matching,accept
279,kuripm_0014_l0000_4320_r0128_4344.jpg,0014,page0014.clip,0,4320,128,4344,128,24,0.018741319444444446,0.5471003680493385,11.112531661987305,0.9826887726579173,,,True,True,5.0,Rough and line align closely in structure and orientation.,accept
280,kuripm_0012_l0000_5760_r0064_5768.jpg,0012,page0012.clip,0,5760,64,5768,64,8,0.024171006944444445,0.48547343655082736,8.78429388999939,0.9688849895383498,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
281,kuripm_0010_l2160_5040_r2344_5232.jpg,0010,page0010.clip,2160,5040,2344,5232,184,192,0.033077256944444446,0.45442009338467837,9.114177227020264,0.9576114867962783,,,True,True,5.0,Sketch and line align closely in form and structure.,accept
282,kuripm_0015_l4320_2160_r4304_2352.jpg,0015,page0015.clip,4320,2160,4304,2352,-16,192,0.022183159722222224,0.5434919833354375,10.474025249481201,0.9523899207998019,,,True,True,5.0,Rough and line align perfectly in structure and orientation.,accept
283,kuripm_0015_l4481_2160_r4465_2352.jpg,0015,page0015.clip,4481,2160,4465,2352,-16,192,0.022183159722222224,0.5434919833354375,10.474025249481201,0.9523899207998019,,,False,False,1.0,"Regions mismatched, not aligned",reject
284,kuripm_0001_l2160_2160_r2216_2136.jpg,0001,page0001.clip,2160,2160,2216,2136,56,-24,0.03493489583333333,0.5157646963742715,10.85038423538208,0.9502468279067814,,,True,True,5.0,Rough and line align perfectly in facial features and proportions.,accept
285,kuripm_0009_l2880_2160_r2856_2152.jpg,0009,page0009.clip,2880,2160,2856,2152,-24,-8,0.030299479166666667,0.5106665103675403,10.779372692108154,0.948123572084708,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
286,kuripm_0016_l1440_3600_r1248_3440.jpg,0016,page0016.clip,1440,3600,1248,3440,-192,-160,0.06366753472222222,0.48039539169723156,8.752526998519897,0.9425819276903753,,,False,False,1.0,"Mismatched regions, not aligned",reject
287,kuripm_0038_l1440_2160_r1480_2120.jpg,0038,page0038.clip,1440,2160,1480,2120,40,-40,0.061614583333333334,0.46558007411796876,9.91632342338562,0.9422900252139957,,,True,True,5.0,Rough and line align precisely in anatomy and structure.,accept
288,kuripm_0001_l0000_4320_r0000_4416.jpg,0001,page0001.clip,0,4320,0,4416,0,96,0.04911024305555556,0.47737594729856964,9.1240816116333,0.941332330835063,,,True,True,5.0,Sketch and line align in form and structure.,accept
289,kuripm_0023_l3600_3600_r3632_3792.jpg,0023,page0023.clip,3600,3600,3632,3792,32,192,0.04529513888888889,0.469641572508786,9.846158981323242,0.9406399945344561,,,True,True,5.0,Sketch and line align precisely in form and structure.,accept
290,kuripm_0001_l0720_3600_r0656_3704.jpg,0001,page0001.clip,720,3600,656,3704,-64,104,0.05816840277777778,0.4813188929504228,9.782246828079224,0.9382474643185894,,,True,True,5.0,Rough and line align perfectly in structure and detail.,accept
291,kuripm_0008_l1440_2160_r1392_2048.jpg,0008,page0008.clip,1440,2160,1392,2048,-48,-112,0.04924045138888889,0.4817566090107665,10.208790302276611,0.9359970958137377,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
292,kuripm_0023_l2160_5760_r2256_5864.jpg,0023,page0023.clip,2160,5760,2256,5864,96,104,0.031440972222222224,0.47792630716225937,10.304165840148926,0.9333537306502081,,,True,True,5.0,"Rough and line align precisely, overlay confirms matching structure.",accept
293,kuripm_0008_l1440_2880_r1352_2736.jpg,0008,page0008.clip,1440,2880,1352,2736,-88,-144,0.09845052083333333,0.45694387745512155,9.714884757995605,0.932680199335782,,,True,True,5.0,Eye region matches precisely,accept
294,kuripm_0038_l4320_1440_r4144_1608.jpg,0038,page0038.clip,4320,1440,4144,1608,-176,168,0.01982204861111111,0.5660897369484285,10.535711288452148,0.931192326151439,,,False,False,1.0,Red and blue lines do not align; mismatched regions.,reject
295,kuripm_0017_l0720_0720_r0632_0688.jpg,0017,page0017.clip,720,720,632,688,-88,-32,0.025173611111111112,0.47665291938366905,9.602704524993896,0.9259064362073046,,,False,False,1.0,"Regions mismatched, not aligned",reject
296,kuripm_0025_l3600_0720_r3504_0912.jpg,0025,page0025.clip,3600,720,3504,912,-96,192,0.01001736111111111,0.4721758340922033,8.573315858840942,0.9212194889717424,,,False,False,0.0,"Regions mismatched, no clear correspondence",reject
297,kuripm_0008_l3600_0720_r3464_0528.jpg,0008,page0008.clip,3600,720,3464,528,-136,-192,0.02378472222222222,0.5204665254267926,9.242693424224854,0.9149341704905165,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
298,kuripm_0009_l2880_5040_r2960_5064.jpg,0009,page0009.clip,2880,5040,2960,5064,80,24,0.06321614583333333,0.5015516323136388,10.943073749542236,0.9079691583017977,,,True,True,5.0,Consistent local region and alignment,accept
299,kuripm_0020_l3600_2160_r3664_2056.jpg,0020,page0020.clip,3600,2160,3664,2056,64,-104,0.0591015625,0.4761213098048214,10.383301734924316,0.9061563206657905,,,True,True,5.0,Sketch and line match anatomically and spatially.,accept
300,kuripm_0020_l0720_0000_r0784_0192.jpg,0020,page0020.clip,720,0,784,192,64,192,0.019605034722222223,0.47480606600156405,8.849535942077637,0.9025732023550053,,,True,True,5.0,Rough and line align perfectly in structure and orientation.,accept
301,kuripm_0006_l3600_1440_r3760_1560.jpg,0006,page0006.clip,3600,1440,3760,1560,160,120,0.03072482638888889,0.46478699889989444,9.332786321640015,0.8945768431016852,,,True,True,5.0,Rough and line align precisely in form and structure.,accept
302,kuripm_0038_l3600_5040_r3488_4888.jpg,0038,page0038.clip,3600,5040,3488,4888,-112,-152,0.013580729166666666,0.4961712226003074,9.859936356544495,0.8875210897668466,,,False,False,1.0,"Regions mismatched, not aligned",reject
303,kuripm_0019_l2160_0720_r1984_0736.jpg,0019,page0019.clip,2160,720,1984,736,-176,16,0.030807291666666667,0.4723113270839318,10.387789726257324,0.8838925788329973,,,True,True,5.0,Aligns precisely with facial features and contours.,accept
304,kuripm_0019_l1440_5760_r1248_5856.jpg,0019,page0019.clip,1440,5760,1248,5856,-192,96,0.13866753472222224,0.465543776788381,10.17251443862915,0.8802653857567987,,,True,True,5.0,"Rough and line align precisely, matching local anatomy and structure.",accept
305,kuripm_0001_l2160_1440_r2208_1424.jpg,0001,page0001.clip,2160,1440,2208,1424,48,-16,0.04956597222222222,0.4783374343580215,10.252440452575684,0.8782062058210425,,,True,True,5.0,Consistent local region and alignment,accept
306,kuripm_0020_l2880_5040_r2912_4984.jpg,0020,page0020.clip,2880,5040,2912,4984,32,-56,0.074765625,0.4806345024711789,10.436592817306519,0.8752400258658077,,,True,True,5.0,Regions align closely; sketch and lineart match anatomically and spatially.,accept
307,kuripm_0028_l0000_2160_r0160_2344.jpg,0028,page0028.clip,0,2160,160,2344,160,184,0.028723958333333334,0.47177838318006715,10.067452430725098,0.8625105147443659,,,False,False,1.0,Different objects/regions,reject
308,kuripm_0029_l1440_4320_r1560_4384.jpg,0029,page0029.clip,1440,4320,1560,4384,120,64,0.015855034722222223,0.530420884389984,11.699713706970215,0.8612336413868042,,,False,False,1.0,"Regions mismatched, no clear correspondence",reject
309,kuripm_0040_l2880_5760_r2768_5920.jpg,0040,page0040.clip,2880,5760,2768,5920,-112,160,0.019578993055555556,0.4706413465863475,10.038881063461304,0.8538811452479271,,,True,True,5.0,"Rough and line align precisely, matching local structure and orientation.",accept
310,kuripm_0028_l0000_2880_r0176_2992.jpg,0028,page0028.clip,0,2880,176,2992,176,112,0.01965277777777778,0.4704469465381622,10.124295234680176,0.8491900350190733,,,True,True,5.0,Rough and line align precisely in anatomy and orientation.,accept
311,kuripm_0028_l3600_3600_r3464_3456.jpg,0028,page0028.clip,3600,3600,3464,3456,-136,-144,0.021493055555555557,0.5027132844835986,10.243133544921875,0.8490032783183041,,,False,False,1.0,"Regions mismatched, no clear shared subject",reject
312,kuripm_0020_l4320_2160_r4208_2136.jpg,0020,page0020.clip,4320,2160,4208,2136,-112,-24,0.0117578125,0.5176778637143081,11.578201055526733,0.8465532093507184,,,True,True,5.0,Rough and line align precisely in form and orientation.,accept
313,kuripm_0031_l2880_3600_r2992_3792.jpg,0031,page0031.clip,2880,3600,2992,3792,112,192,0.04554253472222222,0.47760744161582497,9.416552782058716,0.8406362592618452,,,True,True,5.0,Sketch and line align precisely in structure and orientation.,accept
314,kuripm_0015_l0720_2160_r0832_2128.jpg,0015,page0015.clip,720,2160,832,2128,112,-32,0.046545138888888886,0.5045627512867598,9.565974473953247,0.8402610139493364,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
315,kuripm_0018_l3600_4320_r3792_4352.jpg,0018,page0018.clip,3600,4320,3792,4352,192,32,0.04497829861111111,0.470911717520982,9.73796033859253,0.836087611958857,,,False,False,1.0,"Regions mismatched, not aligned",reject
316,kuripm_0008_l0000_4320_r0000_4128.jpg,0008,page0008.clip,0,4320,0,4128,0,-192,0.015338541666666667,0.5006436187395312,10.319064378738403,0.8347244430770768,,,True,True,5.0,Rough and line align perfectly in form and orientation.,accept
317,kuripm_0005_l2160_2160_r2256_2344.jpg,0005,page0005.clip,2160,2160,2256,2344,96,184,0.03924045138888889,0.4903532725332143,10.620340347290039,0.8324192783092655,,,False,False,1.0,"Regions mismatched, not aligned",reject
318,kuripm_0001_l1440_2880_r1472_2856.jpg,0001,page0001.clip,1440,2880,1472,2856,32,-24,0.07241319444444444,0.47175984663905857,10.372333526611328,0.8305885299787588,,,True,True,5.0,"Regions align precisely, no misalignment or mismatched body parts.",accept
319,kuripm_0019_l0720_2160_r0528_2168.jpg,0019,page0019.clip,720,2160,528,2168,-192,8,0.039288194444444445,0.48562449628830523,11.058192729949951,0.8259291256569532,,,True,True,5.0,Regions align closely; lines match rough sketch contours.,accept
320,kuripm_0007_l4320_0720_r4256_0912.jpg,0007,page0007.clip,4320,720,4256,912,-64,192,0.023042534722222223,0.4875135059839751,9.400469303131104,0.825601024577693,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
321,kuripm_0008_l0720_0720_r0616_0656.jpg,0008,page0008.clip,720,720,616,656,-104,-64,0.027569444444444445,0.5115919020058814,10.138503074645996,0.8212046770487197,,,True,True,5.0,Regions align precisely; red/blue overlay confirms consistent local structure.,accept
322,kuripm_0035_l2880_5040_r2952_5232.jpg,0035,page0035.clip,2880,5040,2952,5232,72,192,0.0554296875,0.47672876979973483,10.219623565673828,0.8140905696013252,,,True,True,5.0,Aligns precisely in anatomical region with clear edge correspondence.,accept
323,kuripm_0025_l1440_1440_r1424_1464.jpg,0025,page0025.clip,1440,1440,1424,1464,-16,24,0.018298611111111113,0.4917895441488385,10.5050048828125,0.8132502691625993,,,True,True,5.0,Rough and line align perfectly in structure and orientation.,accept
324,kuripm_0006_l0000_2880_r0144_2896.jpg,0006,page0006.clip,0,2880,144,2896,144,16,0.05688802083333333,0.4802838979301674,10.17004919052124,0.8120818222366268,,,True,True,5.0,"Rough and line align precisely, matching local anatomy and structure.",accept
325,kuripm_0008_l0000_5040_r0000_5016.jpg,0008,page0008.clip,0,5040,0,5016,0,-24,0.025503472222222223,0.4344520716409901,8.416268110275269,0.8095195857901532,,,False,False,1.0,"Regions mismatched, not aligned",reject
326,kuripm_0001_l3600_4320_r3664_4304.jpg,0001,page0001.clip,3600,4320,3664,4304,64,-16,0.054774305555555555,0.4811195442612549,10.684815406799316,0.8065759015097952,,,True,True,5.0,"Regions align precisely, no misalignment or rotation detected.",accept
327,kuripm_0007_l0000_5040_r0048_5168.jpg,0007,page0007.clip,0,5040,48,5168,48,128,0.02115017361111111,0.5097168814366546,11.136747360229492,0.8060937263666067,,,True,True,5.0,"Rough and line align precisely, matching local structure and orientation.",accept
328,kuripm_0015_l0720_5040_r0896_5168.jpg,0015,page0015.clip,720,5040,896,5168,176,128,0.045564236111111114,0.5132463817439817,11.778979778289795,0.799050693733533,,,True,True,5.0,Rough and line align precisely in anatomy and orientation.,accept
329,kuripm_0025_l1440_0000_r1408_0008.jpg,0025,page0025.clip,1440,0,1408,8,-32,8,0.022052951388888888,0.49378757515030064,11.041499614715576,0.7977935260801359,,,True,True,5.0,Rough and line match closely in form and orientation.,accept
330,kuripm_0015_l3600_1440_r3792_1464.jpg,0015,page0015.clip,3600,1440,3792,1464,192,24,0.02830295138888889,0.451973059478778,9.762776374816895,0.7916437165902748,,,True,True,5.0,"Rough and line align precisely, matching anatomical structure.",accept
331,kuripm_0039_l2160_4320_r2352_4488.jpg,0039,page0039.clip,2160,4320,2352,4488,192,168,0.02298611111111111,0.47809951693468117,9.988964319229126,0.7901310121224915,,,True,True,5.0,Rough and line align perfectly in structure and orientation.,accept
332,kuripm_0023_l2880_2160_r2992_2256.jpg,0023,page0023.clip,2880,2160,2992,2256,112,96,0.04858940972222222,0.49289446303290063,10.279186248779297,0.7865519012591164,,,True,True,5.0,Rough and line align precisely in form and structure.,accept
333,kuripm_0026_l0720_0720_r0616_0680.jpg,0026,page0026.clip,720,720,616,680,-104,-40,0.028880208333333334,0.4643969960886522,10.203174352645874,0.7863494939439482,,,True,True,5.0,"Rough and line align precisely, overlay confirms matching structure.",accept
334,kuripm_0005_l1440_3600_r1568_3792.jpg,0005,page0005.clip,1440,3600,1568,3792,128,192,0.039388020833333336,0.4547331299694298,10.660475730895996,0.779094839416685,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
335,kuripm_0032_l3600_0720_r3520_0840.jpg,0032,page0032.clip,3600,720,3520,840,-80,120,0.04138454861111111,0.4827836544019085,11.333810806274414,0.7790017838234606,,,True,True,5.0,"Regions align precisely, no structural mismatch.",accept
336,kuripm_0025_l1440_3600_r1392_3528.jpg,0025,page0025.clip,1440,3600,1392,3528,-48,-72,0.029796006944444446,0.46200724110338576,9.871403217315674,0.7766039115612968,,,True,True,5.0,Rough and line align perfectly in anatomy and orientation.,accept
337,kuripm_0005_l1440_0000_r1488_0136.jpg,0005,page0005.clip,1440,0,1488,136,48,136,0.017491319444444445,0.4655481926625342,10.298066139221191,0.770612855559175,,,False,False,0.0,Regions mismatched,reject
338,kuripm_0015_l2880_3600_r3064_3736.jpg,0015,page0015.clip,2880,3600,3064,3736,184,136,0.04509548611111111,0.49954926487138107,11.629733562469482,0.7684239058311849,,,True,True,5.0,All elements align in eye region with consistent structure and proportions.,accept
339,kuripm_0028_l2160_5040_r2304_5208.jpg,0028,page0028.clip,2160,5040,2304,5208,144,168,0.030542534722222223,0.45920679365158296,10.308733701705933,0.7683928476648191,,,True,True,5.0,"Matching sketch and line art for same region, clear overlay confirmation",accept
340,kuripm_0020_l2160_5760_r2256_5696.jpg,0020,page0020.clip,2160,5760,2256,5696,96,-64,0.054040798611111114,0.4889063899666587,11.158197402954102,0.7652532141089204,,,True,True,5.0,Rough and line align perfectly in structure and region.,accept
341,kuripm_0040_l3600_1440_r3496_1632.jpg,0040,page0040.clip,3600,1440,3496,1632,-104,192,0.03769097222222222,0.48319191155490204,11.113443374633789,0.763255577097687,,,True,True,5.0,Consistent object representation across all sketches,accept
342,kuripm_0025_l0000_4320_r0064_4264.jpg,0025,page0025.clip,0,4320,64,4264,64,-56,0.03634548611111111,0.442528017608432,10.439451217651367,0.7623677474770647,,,True,True,5.0,Sketch and line match closely in form and orientation.,accept
343,kuripm_0029_l2160_2880_r2240_2920.jpg,0029,page0029.clip,2160,2880,2240,2920,80,40,0.025846354166666665,0.4620093872139376,10.570451974868774,0.7576168233767179,,,False,False,1.0,"Regions mismatched, not aligned",reject
344,kuripm_0019_l0720_3600_r0544_3608.jpg,0019,page0019.clip,720,3600,544,3608,-176,8,0.029058159722222223,0.48076357766088645,11.108089923858643,0.749480474524511,,,True,True,5.0,Sketch and line align in structure and region.,accept
345,kuripm_0012_l3600_5040_r3720_5016.jpg,0012,page0012.clip,3600,5040,3720,5016,120,-24,0.02615451388888889,0.44955993402291455,10.470885753631592,0.7441431068200153,,,False,False,1.0,"Regions mismatched, no shared object/shape",reject
346,kuripm_0002_l1440_3600_r1488_3704.jpg,0002,page0002.clip,1440,3600,1488,3704,48,104,0.03648003472222222,0.4900868365460577,11.62197494506836,0.7414006106174644,,,False,False,1.0,"Regions mismatched, not aligned",reject
347,kuripm_0008_l2880_1440_r2816_1312.jpg,0008,page0008.clip,2880,1440,2816,1312,-64,-128,0.060386284722222225,0.4597028356222309,10.540600299835205,0.7265082092367816,,,True,True,5.0,Rough and line align perfectly in anatomy and orientation.,accept
